State|Location|Address|City|Facility|Hours
Florida|MD Now Urgent Care|195 N Federal Hwy|Fort Lauderdale|Clinic|Mon—Fri 8AM—4PM
Florida|Urban League of Broward County|560 NW 27th Ave.|Fort Lauderdale|Walk-thru|Tues—Sat 9AM—6PM
Florida|CVS Health COVID-19 Testing Site|2150 East Commercial Boulevard|Fort Lauderdale|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1700 South Federal Highway|Fort Lauderdale|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3501 West Davie Boulevard|Fort Lauderdale|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2403 Cleveland Avenue|Fort Myers|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|4710 Palm Beach Boulevard|Fort Myers|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|5990 South Pointe Boulevard|Fort Myers|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|13400 South Cleveland Avenue|Fort Myers|Drive-thru|
Florida|Lee Convenient Care|4771 S Cleveland Avenue|Fort Myers|Drive-thru|44169
Florida|Walmart|4770 Colonial Blvd|Fort Myers|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Florida|Florida Community Health Centers|"2402 Frist Blvd., Suite 202"|Fort Pierce|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2220 South US Highway 1|Fort Pierce|Drive-thru|
Florida|CareNow Urgent Care|5550 S. US Hwy 1|Ft. Pierce|Clinic|Mon—Fri 8AM—5PM; Sat-Sun 8AM—1PM
Florida|CVS Health COVID-19 Testing Site|1891 North US Highway 1|Ft. Pierce|Drive-thru|
Florida|CareSpot|3925 NW 43rd Street|Gainesville|Clinic|Daily 8AM—8PM
Florida|CareSpot|"3581 SW Archer Road, Suite 40"|Gainesville|Clinic|Daily 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|4145 NW 53rd Street|Gainesville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3404 S.W. Archer Road|Gainesville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|901 North Main Street|Gainesville|Drive-thru|
Florida|MD Now Urgent Care|415 E Hallandale Beach Blvd|Hallandale Beach|Clinic|Mon—Sat 8AM—4PM
Florida|Larkin Community Hospital Palm Springs Campus|1475 W. 49th St.|Hialeah|Drive-thru|
Florida|Care Spot Urgent Care|18706 NW 67th Ave|Hialeah|Clinic|Daily 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|1230 West 29th Street|Hialeah|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3395 West 68th Street|Hialeah|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|802 East 25th Street|Hialeah|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|855 East 8th Avenue|Hialeah|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1525 West 49th Street|Hialeah|Drive-thru|
Florida|Walmart|9300 NW 77th Ave|Hialeah|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Florida|CVS Health COVID-19 Testing Site|8800 S.E. Bridge Road|Hobe Sound|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1600 S. Federal Highway|Hollywood|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3440 Hollywood Blvd.|Hollywood|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|611 Manatee Avenue West|Holmes Beach|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2780 NE 8th Street|Homestead|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3959 South Suncoast Boulevard|Homosassa|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|13839 Little Road|Hudson|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|12015 Little Road|Hudson|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|100 North Miramar Avenue|Indialantic|Drive-thru|
Florida|Florida Community Health Centers|15858 S.W. Warfield Blvd.|Indiantown|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1141 SR 20|Interlachen|Drive-thru|
Florida|Crucial Care|11048 Baymeadows Rd|Jacksonville|Clinic|Mon—Fri 9AM—7PM
Florida|CareNow Urgent Care|4888 Town Center Pkwy|Jacksonville|Clinic|Mon—Fri 8AM—5PM; Sat-Sun 8AM—1PM
Florida|CareSpot|"13460 Beach Boulevard, Unit 1"|Jacksonville|Clinic|Everyday 8AM—8PM
Florida|CareSpot|1021 Cesery Blvd|Jacksonville|Clinic|Everyday 8AM—8PM
Florida|CareSpot|2401 Monument Road|Jacksonville|Clinic|Everyday 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|11900 McCormick Road|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|11060 Old St. Augustine Rd.|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|120 S. Johns Commons Road|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3634 Rogero Road|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|4280 Southside Boulevard|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|430 State Highway 13|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|4475 San Juan Ave|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|50 Duval Station Road|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|5407 Blanding Boulevard|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|6005 Saint Augustine Road|Jacksonville|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|9100 Atlantic Boulevard|Jacksonville|Drive-thru|
Florida|Walmart|12100 Lem Turner Rd|Jacksonville|Drive-thru|Mon - Fri 7am - 9am
Florida|Walmart|13490 Beach Blvd|Jacksonville|Drive-thru|Mon - Friday 7 a.m. - 9 a.m.
Florida|CVS Health COVID-19 Testing Site|5972 University Boulevard West|Jacksonville|Drive-thru|
Florida|CareNow Urgent Care|1801 NE Jensen Beach Blvd|Jensen Beach|Clinic|Mon—Fri 8AM—5PM; Sat-Sun 8AM—1PM
Florida|CVS Health COVID-19 Testing Site|1255 NE Jensen Beach Boulevard|Jensen Beach|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|575 West Indiantown Road|Jupiter|Drive-thru|
Florida|Village of Key Biscayne|100 Harbor Drive|Key Biscayne|Walk-thru|Mon—Fri 8AM—4PM
Florida|CVS Health COVID-19 Testing Site|99434 Overseas Highway|Key Largo|Drive-thru|
Florida|Marathon Community Park|200 City Marina|Key West|Drive-thru|10 a.m. to 1 p.m.
Florida|Osceola Heritage Park|1875 Silver Spur Ln|Kissimee|Drive-thru|Daily 9-2
Florida|CareSpot|1414 E Osceola Parkway|Kissimmee|Clinic|Daily 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|1300 East Vine Street|Kissimmee|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2454 E. Irlo Bronson Memorial Hwy|Kissimmee|Drive-thru|
Florida|Walmart|3250 Vineland Rd|Kissimmee|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Florida|Walgreens|2235 Parr Dr|Lady Lake|Drive-thru|9am-5pm
Florida|CVS Health COVID-19 Testing Site|2233 US Highway 90 West|Lake City|Drive-thru|
Florida|CareNow Urgent Care|901 Currency Cir|Lake Mary|Clinic|Mon—Fri 8AM—5PM; Sat-Sun 8AM—1PM
Florida|CareSpot|"136 Parliament Loop, Suite 1020"|Lake Mary|Clinic|Daily 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|5 U.S. 27 South|Lake Placid|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|101 North Dixie Highway|Lake Worth|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|7030 Jog Road|Lake Worth|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|7534 Lake Worth Road|Lake Worth|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|8954 Lantana Road|Lake Worth|Drive-thru|
Florida|Lakeland Regional Health Respiratory Care Center|130 Pablo St|Lakeland|Hospital|Daily 8AM—5PM
Florida|CVS Health COVID-19 Testing Site|5010 South Florida Avenue|Lakeland|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1635 South Highway 98|Lakeland|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|6105 U.S. Highway 98 North|Lakeland|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|101 North Wabash Avenue|Lakeland|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|4511 Lantana Road|Lantana|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2390 East Bay Drive|Largo|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|51 North Missouri Avenue|Largo|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|8905 Bryan Dairy Road|Largo|Drive-thru|
Florida|Central Broward Park & Broward County Stadium|3700 N.W. 11th Place|Lauderhill|Drive-thru|9-5
Florida|CVS Health COVID-19 Testing Site|5555 North University Drive|Lauderhill|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1235 North 14th Street|Leesburg|Drive-thru|
Florida|Lake Sumter College|9501 US-441|Leesburg|Drive-thru|M-F 9-2
Florida|Walmart|2523 Lee Blvd|Lehigh Acres|Drive-thru|Mon - Friday 7 a.m. - 10 a.m.
Florida|CVS Health COVID-19 Testing Site|3580 North Federal Highway|Lighthouse Point|Drive-thru|
Florida|Cleveland Clinic|"10000 SW Innovation Way, Port St."|Lucie|Drive-thru|9a and 5p
Florida|CVS Health COVID-19 Testing Site|2322 Land O Lakes Boulevard|Lutz|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|121 West MacClenney Avenue|MacClenny|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|15129 Madeira Way|Madeira Beach|Drive-thru|
Florida|CHI Marathon Health Center|2805 Overseas Highway|Marathon|Drive-thru|11 a.m.-12:30 p.m. on Saturday
Florida|MD Now Urgent Care|980 US 441|Margate|Clinic|Mon—Fri 8AM—4PM
Florida|CVS Health COVID-19 Testing Site|1200 North State Road 7|Margate|Drive-thru|
Florida|Melbourne Clinic|601 E. University Blvd|Melbourne|Drive-thru|
Florida|OMNI Healthcare|1344 S. Apollo Blvd|Melbourne|Drive-thru|8am to 6pm
Florida|CVS Health COVID-19 Testing Site|1800 North Wickham Road|Melbourne|Drive-thru|
Florida|Omni Healthcare|255 North Sykes Creek Parkway|Merritt Island|Drive-thru|M-F 9-5
Florida|CVS Health COVID-19 Testing Site|11 East Merritt Island Causeway|Merritt Island|Drive-thru|
Florida|Marlins Park|501 Marlins Way|Miami|Drive-thru|
Florida|Charles Hadley Park|1350 NW 50th St.|Miami|Drive-thru|
Florida|MD Now Urgent Care|150 NW 42nd Ave|Miami|Clinic|Mon—Sat 8AM—4PM
Florida|CVS Health COVID-19 Testing Site|11398 Quail Roost Drive|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|14705 SW 42nd Street|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|15700 S.W. 88th Street|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|19800 NW 2nd Avenue|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2599 SW 147th Avenue|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|690 N. W. 57th Avenue|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|7199 SW 117th Avenue|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1177 SW 8th Street|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|10660 SW 40th Street|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|8701 SW 137th Ave|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|9720 Southwest 8th Street|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3695 Flagler Street|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|20345 Old Cutler Road|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|12701 SW 42nd Street|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|591 NE 79th Street|Miami|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|8740 Bird Road|MIAMI|Drive-thru|
Florida|Walmart|3200 NW 79th St|Miami|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Florida|CVS Health COVID-19 Testing Site|14705 SW 42nd Street|Miami|Drive-thru|
Florida|MedRite|542 West 41st Street|Miami Beach|Clinic|Daily 9AM—5PM
Florida|Miami Beach Community Health Center|11645 Biscayne Boulevard|Miami Beach|Clinic|
Florida|Miami Beach Community Health Center|1221 – 71st Street|Miami Beach|Clinic|
Florida|City of Miami Beach - MedRite Urgent Care|4621 Collins Avenue|Miami Beach|Clinic|Sun—Fri 10AM—6PM
Florida|Hard Rock Stadium|347 Don Shula Dr.|Miami Gardens|Drive-thru|9am to 5pm
Texas|Midland Community Healthcare Services|801 East Florida Avenue|Midland|Clinic|
Florida|CVS Health COVID-19 Testing Site|814 North Highway 27|Minneola|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|12401 Miramar Parkway|Miramar|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|17021 U.S. Highway 441|Mount Dora|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|13400 Immokalee Road|Naples|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|5296 Tamiami Trail|Naples|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|8831 Immokalee Road|Naples|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|4890 Tamiami Trail East|Naples|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2375 Vanderbilt Beach Road|Naples|Drive-thru|
Florida|CareSpot|410 Atlantic Boulevard|Neptune Beach|Clinic|Everyday 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|7325 SR 54|New Port Richey|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|615 East 3rd Avenue|New Smyrna Beach|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1111 North Tamiami Trail|Nokomis|Drive-thru|
Florida|Walmart|545 Pine Island Rd|North Fort Myers|Drive-thru|"Tues, Thurs, Sat 7 a.m. - 9 a.m."
Florida|North Miami Walk Up Site|14500 NE 11th Ave|North Miami|Walk-thru|Tues—Sat 9AM—4PM
Florida|CVS Health COVID-19 Testing Site|600 N.E. 128th Street|North Miami|Drive-thru|
Florida|Walgreens|14901 Ne 6Th Ave|North Miami|Drive-thru|9am-5pm
Florida|CVS Health COVID-19 Testing Site|1825 N.E. 185th Street|North Miami Beach|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|14998 South Tamiami Trail|North Port|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2449 East Silver Springs Boulevard|Ocala|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3501 North Pine Avenue|Ocala|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2401 SW 27th Avenue|Ocala|Drive-thru|
Florida|CareSpot|"10959 W Colonial Dr, Units 6 & 8"|Ocoee|Clinic|Daily 8AM—8PM
Florida|Florida Community Health Centers|1100 N. Parrott Avenue|Okeechobee|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|106 North Parrot Avenue|Okeechobee|Drive-thru|
Florida|Walmart|2101 S Parrott Ave|Okeechobee|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Florida|CVS Health COVID-19 Testing Site|3771 Tampa Road|Oldsmar|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2400 Enterprise Road|Orange City|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|906 Blanding Boulevard|Orange Park|Drive-thru|
Florida|CareSpot|"8132 Lee Vista Blvd, Unit B"|Orlando|Clinic|Daily 8AM—8PM
Florida|CareSpot|2555 S Kirkman Road|Orlando|Clinic|Everyday 8AM—9PM
Florida|Camping World Stadium|1 Citrus Bowl Place|Orlando|Drive-thru|
Florida|Jay Blanchard Park|2451 N. Dean Road|Orlando|Drive-thru|
Florida|South Econ Community Park|3800 S. Econlockhatchee Trail|Orlando|Drive-thru|
Florida|CareSpot|"7751 Kingspointe Parkway, Suite 114"|Orlando|Clinic|Mon—Fri 7AM—6PM
Florida|CareSpot|2323 S Orange Ave|Orlando|Clinic|Everyday 8AM—8PM
Florida|University of Central Florida|4000 Central Florida Blvd|Orlando|Drive-thru|M-F 9- 5
Florida|CVS Health COVID-19 Testing Site|3212 Curry Ford Road|Orlando|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|10952 East Colonial Drive|Orlando|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|5190 South Conway Road|Orlando|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|5886 Conroy Road|Orlando|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|4315 Curry Ford Road|Orlando|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|12077 South Orange Blossom Trail|Orlando|Drive-thru|
Florida|Barnett Park|4801 W. Colonial Drive|Orlando|Drive-thru|
Florida|Convention Center|9400 Universal Blvd.|Orlando|Drive-thru|9am to 5pm
Florida|CVS Health COVID-19 Testing Site|13454 South Orange Blossom Trail|Orlando|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|5899 South Orange Blossom Trail|Orlando|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|8025 Lee Vista Boulevard|Orlando|Drive-thru|
Florida|Walmart|11250 E Colonial Dr|Orlando|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Florida|Walmart|5991 Goldenrod Rd|Orlando|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Florida|Walmart|8101 S John Young Pkwy|Orlando|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Florida|CVS Health COVID-19 Testing Site|250 East Granada Boulevard|Ormond Beach|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1220 South Tamiami Trail|Osprey|Drive-thru|
Florida|CareSpot|"968 W Mitchell Hammock Rd, Suite 1050"|Oviedo|Clinic|Daily 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|11000 North Military Trail|Palm Beach|Drive-thru|
Florida|MD Now Urgent Care|2534 PGA Blvd|Palm Beach Gardens|Clinic|Mon—Fri 8AM—4PM
Florida|Daytona State University|1200 W International Speedway Blvd|Palm Coast|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|3187 South Congress Avenue|Palm Springs|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|955 West 23rd Street|Panama City|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|11801 Panama City Beach Parkway (US 98)|Panama City Beach|Drive-thru|
Florida|Jessie Trice Community Health Center|18203 Pines Blvd.|Pembroke Pines|Clinic|
Florida|CareSpot|9035 Pines Blvd.|Pembroke Pines|Clinic|Everyday 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|70 North University Drive|Pembroke Pines|Drive-thru|
Florida|C.B. Smith Park|900 N. Flamingo Rd.|Pembroke Pines|Drive-thru|9am to 5pm
Florida|CVS Health COVID-19 Testing Site|11100 Pines Boulevard|Pembroke Pines|Drive-thru|
Florida|Brownsville Community Center|3200 W. De Soto Street|Pensacola|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1 East Nine Mile Road|Pensacola|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1101 Scenic Highway|Pensacola|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|44 Gulf Beach Highway|Pensacola|Drive-thru|
Florida|University of West Florida|11000 University Pkwy|Pensacola|Drive-thru|daily 9-5 at least until May 16
Florida|CVS Health COVID-19 Testing Site|19198 South Dixie Highway|Perrine|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|105 West Hampton Springs Avenue|Perry|Drive-thru|
Florida|MD Now Urgent Care|12301 S Dixie Hwy|Pinecrest|Clinic|Mon—Fri 8AM—4PM
Florida|Community Health Centers of Pinellas|7550 43rd Street North|Pinellas Park|Drive-thru|M-F 10-3
Florida|CVS Health COVID-19 Testing Site|7400 49th Street|Pinellas Park|Drive-thru|
Florida|Plant City Community Resource Center|307 N Michigan Ave|Plant City|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1802 North University Drive|Plantation|Drive-thru|
Florida|Walgreens|6105 W Sunrise Blvd|Plantation|Drive-thru|9am-5pm
Florida|Festival Flea Market|2900 W. Sample Rd.|Pompano Beach|Drive-thru|7 a.m. to 7 p.m.
Florida|Mitchell Moore Park|901 NW 10th St.|Pompano Beach|Walk-thru|Everyday except Thursdays 9AM—6PM
Florida|CareSpot|1611 S. Federal Hwy.|Pompano Beach|Clinic|Everyday 8AM—8PM
Florida|CVS Health COVID-19 Testing Site|1501 South Federal Highway|Pompano Beach|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|2480 Tamiami Trail|Port Charlotte|Drive-thru|
Florida|CVS Health COVID-19 Testing Site|1001 Dunlawton Avenue|Port Orange|Drive-thru|
Florida|BayCare Health System|5355 School Rd.|Port Richey|Drive-thru|Weekdays 9-12
Florida|CareNow Urgent Care|1900 SE Port St. Lucie Blvd|Port St. Lucie|Clinic|Mon—Fri 8AM—5PM; Sat-Sun 8AM—1PM
Florida|CareNow Urgent Care|1730 SW St. Lucie West Blvd|Port St. Lucie|Clinic|Mon—Fri 8AM—5PM; Sat-Sun 8AM—1PM
Florida|Florida Community Health Centers|"1871 S.E. Tiffany Ave, Suite 200"|Port St. Lucie|Drive-thru|
Florida|CareNow Urgent Care|4007 SW Port St. Lucie Blvd|Port St. Lucie|Clinic|Mon—Fri 8AM—5PM; Sat-Sun 8AM—1PM
Florida|CVS Health COVID-19 Testing Site|9801 South Federal Highway (US 1)|Port St. Lucie|Drive-thru|
