State |Location |Address |City |Eligibility
Georgia |CVS  Health  COVID-19  Testing  Site |5095  Peachtree  Parkway |Norcross |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Walmart |3875  Mundy  Mill  Rd |Oakwood |
Georgia |Urgent  Care  24/7 |9  Mill  Creek  Cir |Pooler |
Georgia |CVS  Health  COVID-19  Testing  Site |2324  US  Highway  17 |Richmond  Hill |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |7055  Old  National  Highway |Riverdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |1201  Turner  McCall  Boulevard |Rome |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |"1915  Maple  Avenue,  SE" |Rome |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |1380  Woodstock  Road |Roswell |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |11710  Alpharetta  Highway |Roswell |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |206  South  Harris  Street |Sandersville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Urgent  Care  24/7 |1202  E  Derenne  Ave |Savannah |
Georgia |Urgent  Care  24/7 |4753  US-80 |Savannah |
Georgia |Urgent  Care  24/7 |210  Fahm  St |Savannah |
Georgia |CVS  Health  COVID-19  Testing  Site |12012  Abercorn  Street |Savannah |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |2055  East  Victory  Drive |Savannah |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |5401  Abercorn  Street |Savannah |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |5690  Ogeechee  Road |Savannah |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |712  Stephenson  Avenue |Savannah |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Dr.  Rose  Briglevich |"3969  South  Cobb  Drive,  Suite  107" |Smyrna |Call  for  appointment
Georgia |CVS  Health  COVID-19  Testing  Site |2994  Atlanta  Road |Smyrna |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |"4345  South  Cobb  Drive,  SE" |Smyrna |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Eastside  Urgent  Care |"3641  Centerville  Hwy,  Suite  A" |Snellville |
Georgia |CVS  Health  COVID-19  Testing  Site |3010  Centerville  Highway  124 |Snellville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |1938  Scenic  Highway |Snellville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Peachtree  Immediate  Care |3991  Highway  78 |Snelville |pre  register  on  site
Georgia |CVS  Health  COVID-19  Testing  Site |441  Fair  Road |Statesboro |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |1144  South  Indian  Creek  Road |Stone  Mountain |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Life  Hope |5091  Nelson  Brogdon  Blvd |Sugar  Hill |
Georgia |CVS  Health  COVID-19  Testing  Site |9849  Rome  Boulevard |Summerville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |North  Atlanta  Primary  Care |4235  Johns  Creek  Pkwy |Suwanee |
Georgia |CVS  Health  COVID-19  Testing  Site |5370  Laurel  Springs  Parkway |Suwanee |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |104  West  Franklin  Street |Sylvester |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |14857  US  Highway  19  South |Thomasville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |MedNow  Urgent  Care |1113  Washington  Road |Thomson |
Georgia |CVS  Health  COVID-19  Testing  Site |109  W  Hill  Street |Thomson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |320  E  20th  Street |Tifton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Walmart |3111  U.S.  41  S |Tifton |
Georgia |CVS  Health  COVID-19  Testing  Site |959  Big  A  Road |Toccoa |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |VA  Outpatient  Clinic |2841  North  Patterson  Street |Valdosta |veterans
Georgia |CVS  Health  COVID-19  Testing  Site |2205  North  Ashley  Street |Valdosta |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |1201  First  Street  East |Vidalia |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Tanner  Medical  Center |601  Dallas  Highway |Villa  Rica |Must  have  symptoms  and  either  be  admitted  or  part  of  a  high-risk  population
Georgia |CVS  Health  COVID-19  Testing  Site |3001  Richard  B.  Russell  Parkway |Warner  Robins |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |MedNow  Urgent  Care |123  Gordon  Street |Washington |
Georgia |CVS  Health  COVID-19  Testing  Site |920  East  Robert  Toombs  Avenue |Washington |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |Oconee  Health  Campus |1305  Jennings  Mill  Rd. |Watkinsville |Appt  only
Georgia |Waycross  VA  Clinic |515B  City  Blvd |Waycross |veterans
Georgia |CVS  Health  COVID-19  Testing  Site |1800  Brunswick  Hwy |Waycross |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |CVS  Health  COVID-19  Testing  Site |317  South  Liberty  Street  (NEC) |Waynesboro |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Georgia |MedNow  Urgent  Care |3686  Wheeler  Road |West  Augusta |
Georgia |North  Atlanta  Primary  Care |250  Parkbrooke  Place |Woodstock |
Georgia |Northeast  Georgia  Health  System |Can  coordinate  testing  at  some  locations | |
Hawaii |Bay  Clinic |450  Kilauea  Ave |Hilo |existing  patients
Hawaii |Ala  Moana  Center |1450  Ala  Moana  Blvd |Honolulu |
Hawaii |Kaka'ako  Waterfront  Park |102  Ohe  St. |Honolulu |
Hawaii |Old  Kona  Airport  Park |75-5560  Kuakini  Hwy |Kailua-Kona |"Symptomatic,  recent  travel  abroad"
Hawaii |CVS  Health  COVID-19  Testing  Site |95  -  1077  Ainamakua  Dr |Mililani |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Hawaii |CVS  Health  COVID-19  Testing  Site |1130  Kuala  Street |Pearl  City |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Hawaii |Leilehua  High  School  parking  lot |1515  California  Ave |Wahiawa |
Hawaii |Waipio  Peninsula  Soccer  Complex |93-061  Waipio  Point  Access  Rd |Waipahu |
Idaho |Saltzer  Health |215  E.  Hawaii  Ave. |Nampa |
Indiana |Physicians  Immediate  Care |505  West  Cleveland  Road |Mishawaka |
Indiana |Saint  Joseph  Health  System  -  Mishawaka  Medical  Center |5215  Holy  Cross  Pkwy |Mishawaka |
Indiana |South  Bend  Clinic-  Day  Rd. |301  E.  Day  Rd. |Mishawaka |
Idaho |St.  Luke's  Clinic |701  E.  Parkcenter  Blvd |Boise |Must  have  symptoms  and  appt
Idaho |Primary  Health  Medical  Group |1475  N.  Cole  Road |Boise |Must  call  for  appt
Idaho |St.  Luke's  Boise |190  E  Bannock  St |Boise |
Idaho |Sterling  Urgent  Care |1404  Pomerelle  Avenue |Burley |Appt  only
Idaho |Walmart |5108  Cleveland  Blvd |Caldwell |
Idaho |Kootenai  Health |2003  Kootenai  Health  Way |Coeur  d’Alene |
Idaho |Syringa  Hospital |131  Main  St |Elk  City |
Idaho |Valley  Family  Health  Care |300  N.  Plymouth |Emmett |
Idaho |Valor  Health  Urgent  Care/Emmett  Medical  Center |1102  E  Locust  Street |Emmett |CDC  guidelines
Idaho |Primary  Health  Medical  Group |5601  W.  Chinden  Blvd |Garden  City |Must  call  for  appt
Idaho |Syringa  Hospital |722  West  North  Street |Grangeville |
Idaho |Syringa  Hospital |722  West  North  Street |Grangeville |
Idaho |Sterling  Urgent  Care |507  S  Main  Street |Hailey |Appt  only
Idaho |Sterling  Urgent  Care |740  S  Woodruff  Ave |Idaho  Falls |Appt  only
Idaho |Just  4  Kids  Urgent  Care |3320  So.  25th  East |Idaho  Falls |
Idaho |Express  Lab |2060  S  Woodruff  Ave |Idaho  Falls |
Idaho |Idaho  Falls  Community  Hospital |2327  Coronado  St |Idaho  Falls |
Idaho |St.  Luke's  Clinic |132  5th  Ave.  West |Jerome |Must  have  symptoms  and  appt
Idaho |St.  Luke’s  Wood  River  Hospital |100  Hospital  Dr. |Ketchum |
Idaho |Syringa  Hospital |022  North  Main  Street |Kooskia |
Idaho |St.  Luke's  Clinic |775  Pole  Line  Road  West |Magic  Valley |Must  have  symptoms  and  appt
Idaho |St.  Luke's  Clinic |3399  E.  Louise  Drive |Meridian |Must  have  symptoms  and  appt
Idaho |Meridian  Health  Plaza |3025  W.  Cherry  Ln. |Meridian |
Idaho |St.  Luke’s  Meridian  Hospital |520  S.  Eagle  Rd. |Meridian |
Idaho |Unity  Health  Center |1130  East  Fairview  Ave |Meridian |
Idaho |Project  Baseline | |Meridian |visit  link  for  prescreen
Idaho |Walgreens |1570  E.  Fairview  Ave. |Meridian |No  appointment  needed.  A  valid  ID  is  required.  Bring  insurance  card  if  you  have  one.
Idaho |Walmart |2745  American  Legion  Blvd |Mountain  Home |
Idaho |Primary  Health  Medical  Group |700  Caldwell  Blvd |Nampa |Must  call  for  appt
Idaho |Garrity  Campus  Clinic |1150  North  Sister  Catherine  Way |Nampa |
Idaho |Saltzer  Health |215  E.  Hawaii  Ave. |Nampa |
Idaho |Saltzer  Health |9850  W.  St.  Luke’s  Drive |Nampa |
Idaho |Valley  Family  Health  Care |2327  S.W.  4th  Ave. |New  Plymouth |
Idaho |Valley  Family  Health  Care |207  E.  12th  Street |Payette |
Idaho |Valley  Family  Health  Care |1441  N.E.  10th  Ave. |Payette |
Idaho |Express  Lab |1245  Red  Hill  Rd |Pocatello |
Idaho |St.  Luke's  Clinic |1450  Aviation  Drive |Wood  River |Must  have  symptoms  and  appt
Illinois |Physicians  Immediate  Care |3475  S.  Alpine |Alpine |
Illinois |Physicians  Immediate  Care |4800  W  129th  St. |Alsip |
Illinois |CVS  Health  COVID-19  Testing  Site |2422  College  Avenue |Alton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |Physicians  Immediate  Care |2858  Kirk  Rd |Aurora |
Illinois |VNA  Health  Care |400  N.  Highland  Avenue |Aurora |symptomatic  -  call  for  appt
Illinois |CVS  Health  COVID-19  Testing  Site |1910  Montgomery  Road |Aurora |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |2211  South  Eola  Road |Aurora |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois | |1650  Premium  Outlet  Blvd |Aurora |
Illinois |Good  Shepherd  Hospital |"450  IL-22,  60010" |Barrington |
Illinois |CVS  Health  COVID-19  Testing  Site |1099  Army  Trail  Road |Bartlett |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |4609  West  Main  Street |Belleville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |Physicians  Immediate  Care |1663  Belvidere  Rd |Belvidere |
Illinois |CVS  Health  COVID-19  Testing  Site |700  West  Irving  Park  Road |Bensenville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |121  East  Lake  Street |Bloomingdale |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |McLean  County  Fairgrounds |1106  Interstate  Dr |Bloomington |high  risk  people  have  priority;  limit  to  first  250/day
Illinois |Physicians  Immediate  Care |391  S.  Bolingbrook |Bolingbrook |
Illinois |CVS  Health  COVID-19  Testing  Site |1725  West  Boughton  Road |Bolingbrook |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |Walgreens |695  W  Boughton  Rd |Bolingbrook |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Illinois |Midwest  Express  Clinic |"2070  N,  IL-50  #500" |Bourbonnais |Register  online/Call  for  pre  screening
Illinois |Physicians  Immediate  Care |350  N.  Kinzie  Ave. |Bradley |
Illinois |CVS  Health  COVID-19  Testing  Site |8625  South  Harlem  Street |Bridgeview |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |8911  Ogden  Avenue |Brookfield |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |20  East  Dundee  Road |Buffalo  Grove |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |Walgreens |1201  Camp  Jackson  Rd. |Cahokia |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Illinois |VNA  Health  Care |"50  S.  Schmale  Road,  Suite  150" |Carol  Stream |symptomatic  -  call  for  appt
Illinois |Physicians  Immediate  Care |933  W.  Diversey |Chicago |
Illinois |Physicians  Immediate  Care |600  W.  Adams  St. |Chicago |
Illinois |Physicians  Immediate  Care |121  W.  North  Ave |Chicago |
Illinois |Physicians  Immediate  Care |5961  N.  Lincoln  Ave |Chicago |
Illinois |Physicians  Immediate  Care |6140  North  Broadway |Chicago |
Illinois |Physicians  Immediate  Care |3909  N.  Western |Chicago |
Illinois |Physicians  Immediate  Care |1702  N.  Milwaukee |Chicago |
Illinois |Physicians  Immediate  Care |5228  N.  Northwest  Highway |Chicago |
Illinois |Physicians  Immediate  Care |4211  North  Cicero  Ave |Chicago |
Illinois |Rush  University  Medical  Center |1620  W.  Harrison  St. |Chicago |screening  needed
Illinois |One  Medical |218  b  N.  Elizabeth |Chicago |Appointment  only
Illinois |WellNow  Urgent  Care |9501  S.  Western  Ave |Chicago |
Illinois |Howard  Brown  Health |2659  S.  Kedvale  Ave |Chicago |*this  location  is  bilingual  -  English/Spanish*
Illinois |CVS  Health  COVID-19  Testing  Site |8639  South  Cicero  Avenue |Chicago |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |3944  North  Western  Avenue |Chicago |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |11055  S.  Western  Avenue |Chicago |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |1930  West  103rd  St |Chicago |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |2815  North  Western  Avenue |Chicago |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |3156  West  103rd  Street |Chicago |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |3951  West  103rd  Street |Chicago |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |Northwestern  Memorial  Hospital |251  E  Huron  St |Chicago |
Illinois |University  of  Chicago  Medical  Center |5841  S  Maryland  Ave |Chicago |appt  only
Illinois |Walgreens |1606  N  Mobile  Ave |Chicago |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Illinois |Walgreens |347  E  95th  St |Chicago |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Illinois |CVS  Health  COVID-19  Testing  Site |11  East  14th  Street |Chicago  Heights |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |Midwest  Express  Clinic |3258  W  111th  St |Chicago/Mt.  Greenwood |Register  online/Call  for  pre  screening
Illinois |Midwest  Express  Clinic |3301  N.  Ashland  Ave. |Chicago/Roscoe  Village |Register  online/Call  for  pre  screening
Illinois |Midwest  Express  Clinic |1520  N.  Damen  Ave. |Chicago/Wicker  Park |Register  online/Call  for  pre  screening
Illinois |WellNow  Urgent  Care |13448  S.  Cicero  Ave |Crestwood |
Illinois |CVS  Health  COVID-19  Testing  Site |1305  Randall  Road |Crystal  Lake |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |CVS  Health  COVID-19  Testing  Site |570  North  Fairview  Avenue |Decatur |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |Physicians  Immediate  Care |2496  DeKalb |DeKalb |
Illinois |CVS  Health  COVID-19  Testing  Site |1022  West  Lincoln  Hwy |DeKalb |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Illinois |Walgreens |17  W  Golf  Rd |Des  Plaines |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Illinois |Physicians  Immediate  Care |1672  S.  Galena  Ave |Dixon |
Illinois |CVS  Health  COVID-19  Testing  Site |400  Ogden  Avenue |Downers  Grove |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
