State |Location |Address |City |Phone Number
Florida |CVS Health COVID-19 Testing Site |5296 Tamiami Trail |Naples |N/A
Florida |CVS Health COVID-19 Testing Site |8831 Immokalee Road |Naples |N/A
Florida |CVS Health COVID-19 Testing Site |4890 Tamiami Trail East |Naples |N/A
Florida |CVS Health COVID-19 Testing Site |2375 Vanderbilt Beach Road |Naples |N/A
Florida |CareSpot |410 Atlantic Boulevard |Neptune Beach |904-574-4116
Florida |CVS Health COVID-19 Testing Site |7325 SR 54 |New Port Richey |N/A
Florida |CVS Health COVID-19 Testing Site |615 East 3rd Avenue |New Smyrna Beach |N/A
Florida |CVS Health COVID-19 Testing Site |1111 North Tamiami Trail |Nokomis |N/A
Florida |Walmart |545 Pine Island Rd |North Fort Myers |N/A
Florida |North Miami Walk Up Site |14500 NE 11th Ave |North Miami |305-499-8767
Florida |CVS Health COVID-19 Testing Site |600 N.E. 128th Street |North Miami |N/A
Florida |Walgreens |14901 Ne 6Th Ave |North Miami |N/A
Florida |CVS Health COVID-19 Testing Site |1825 N.E. 185th Street |North Miami Beach |N/A
Florida |CVS Health COVID-19 Testing Site |14998 South Tamiami Trail |North Port |N/A
Florida |CVS Health COVID-19 Testing Site |2449 East Silver Springs Boulevard |Ocala |N/A
Florida |CVS Health COVID-19 Testing Site |3501 North Pine Avenue |Ocala |N/A
Florida |CVS Health COVID-19 Testing Site |2401 SW 27th Avenue |Ocala |N/A
Florida |CareSpot |"10959 W Colonial Dr, Units 6 & 8" |Ocoee |407-208-2614
Florida |Florida Community Health Centers |1100 N. Parrott Avenue |Okeechobee |(863) 763-1951
Florida |CVS Health COVID-19 Testing Site |106 North Parrot Avenue |Okeechobee |N/A
Florida |Walmart |2101 S Parrott Ave |Okeechobee |N/A
Florida |CVS Health COVID-19 Testing Site |3771 Tampa Road |Oldsmar |N/A
Florida |CVS Health COVID-19 Testing Site |2400 Enterprise Road |Orange City |N/A
Florida |CVS Health COVID-19 Testing Site |906 Blanding Boulevard |Orange Park |N/A
Florida |CareSpot |"8132 Lee Vista Blvd, Unit B" |Orlando |407-204-1787
Florida |CareSpot |2555 S Kirkman Road |Orlando |407-624-5876
Florida |Camping World Stadium |1 Citrus Bowl Place |Orlando |407-723-5004
Florida |Jay Blanchard Park |2451 N. Dean Road |Orlando |407-723-5004
Florida |South Econ Community Park |3800 S. Econlockhatchee Trail |Orlando |407-723-5004
Florida |CareSpot |"7751 Kingspointe Parkway, Suite 114" |Orlando |407-871-3065
Florida |CareSpot |2323 S Orange Ave |Orlando |407-871-3324
Florida |University of Central Florida |4000 Central Florida Blvd |Orlando |855-282-4860
Florida |CVS Health COVID-19 Testing Site |3212 Curry Ford Road |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |10952 East Colonial Drive |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |5190 South Conway Road |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |5886 Conroy Road |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |4315 Curry Ford Road |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |12077 South Orange Blossom Trail |Orlando |N/A
Florida |Barnett Park |4801 W. Colonial Drive |Orlando |N/A
Florida |Convention Center |9400 Universal Blvd. |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |13454 South Orange Blossom Trail |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |5899 South Orange Blossom Trail |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |8025 Lee Vista Boulevard |Orlando |N/A
Florida |Walmart |11250 E Colonial Dr |Orlando |N/A
Florida |Walmart |5991 Goldenrod Rd |Orlando |N/A
Florida |Walmart |8101 S John Young Pkwy |Orlando |N/A
Florida |CVS Health COVID-19 Testing Site |250 East Granada Boulevard |Ormond Beach |N/A
Florida |CVS Health COVID-19 Testing Site |1220 South Tamiami Trail |Osprey |N/A
Florida |CareSpot |"968 W Mitchell Hammock Rd, Suite 1050" |Oviedo |407-871-6639
Florida |CVS Health COVID-19 Testing Site |11000 North Military Trail |Palm Beach |N/A
Florida |MD Now Urgent Care |2534 PGA Blvd |Palm Beach Gardens |561-899-5978
Florida |Daytona State University |1200 W International Speedway Blvd |Palm Coast |386-313-4200
Florida |CVS Health COVID-19 Testing Site |3187 South Congress Avenue |Palm Springs |N/A
Florida |CVS Health COVID-19 Testing Site |955 West 23rd Street |Panama City |N/A
Florida |CVS Health COVID-19 Testing Site |11801 Panama City Beach Parkway (US 98) |Panama City Beach |N/A
Florida |Jessie Trice Community Health Center |18203 Pines Blvd. |Pembroke Pines |305-694-6268
Florida |CareSpot |9035 Pines Blvd. |Pembroke Pines |954-793-4011
Florida |CVS Health COVID-19 Testing Site |70 North University Drive |Pembroke Pines |N/A
Florida |C.B. Smith Park |900 N. Flamingo Rd. |Pembroke Pines |N/A
Florida |CVS Health COVID-19 Testing Site |11100 Pines Boulevard |Pembroke Pines |N/A
Florida |Brownsville Community Center |3200 W. De Soto Street |Pensacola |904-819-5155
Florida |CVS Health COVID-19 Testing Site |1 East Nine Mile Road |Pensacola |N/A
Florida |CVS Health COVID-19 Testing Site |1101 Scenic Highway |Pensacola |N/A
Florida |CVS Health COVID-19 Testing Site |44 Gulf Beach Highway |Pensacola |N/A
Florida |University of West Florida |11000 University Pkwy |Pensacola |N/A
Florida |CVS Health COVID-19 Testing Site |19198 South Dixie Highway |Perrine |N/A
Florida |CVS Health COVID-19 Testing Site |105 West Hampton Springs Avenue |Perry |N/A
Florida |MD Now Urgent Care |12301 S Dixie Hwy |Pinecrest |305-676-9957
Florida |Community Health Centers of Pinellas |7550 43rd Street North |Pinellas Park |727-824-8181
Florida |CVS Health COVID-19 Testing Site |7400 49th Street |Pinellas Park |N/A
Florida |Plant City Community Resource Center |307 N Michigan Ave |Plant City |813-272-5900
Florida |CVS Health COVID-19 Testing Site |1802 North University Drive |Plantation |N/A
Florida |Walgreens |6105 W Sunrise Blvd |Plantation |N/A
Florida |Festival Flea Market |2900 W. Sample Rd. |Pompano Beach |954-320-5730
Florida |Mitchell Moore Park |901 NW 10th St. |Pompano Beach |954-412-7300
Florida |CareSpot |1611 S. Federal Hwy. |Pompano Beach |954-703-6636
Florida |CVS Health COVID-19 Testing Site |1501 South Federal Highway |Pompano Beach |N/A
Florida |CVS Health COVID-19 Testing Site |2480 Tamiami Trail |Port Charlotte |N/A
Florida |CVS Health COVID-19 Testing Site |1001 Dunlawton Avenue |Port Orange |N/A
Florida |BayCare Health System |5355 School Rd. |Port Richey |N/A
Florida |CareNow Urgent Care |1900 SE Port St. Lucie Blvd |Port St. Lucie |(772) 398-1588
Florida |CareNow Urgent Care |1730 SW St. Lucie West Blvd |Port St. Lucie |(772) 873-8155
Florida |Florida Community Health Centers |"1871 S.E. Tiffany Ave, Suite 200" |Port St. Lucie |772-335-8455
Florida |CareNow Urgent Care |4007 SW Port St. Lucie Blvd |Port St. Lucie |772) 398-1588
Florida |CVS Health COVID-19 Testing Site |9801 South Federal Highway (US 1) |Port St. Lucie |N/A
Florida |CVS Health COVID-19 Testing Site |1300 S.W. St. Lucie W. Boulevard |Port St. Lucie |N/A
Florida |CVS Health COVID-19 Testing Site |2400 Tamiami Trail |Punta Gorda |N/A
Florida |CVS Health COVID-19 Testing Site |1208 West Jefferson |Quincy |N/A
Florida |CVS Health COVID-19 Testing Site |5905 US Highway 301 S |Riverview |N/A
Florida |CVS Health COVID-19 Testing Site |1101 Royal Palm Beach Boulevard |Royal Palm |N/A
Florida |"SouthShore Community Resource Center," |201 14th Ave. |Ruskin |813-272-5900
Florida |CareNow Urgent Care |5102 State Highway 46 |Sanford |(407) 410-8670
Florida |CVS Health COVID-19 Testing Site |3798 Orlando Drive |Sanford |N/A
Florida |Seminole Towne Center |200 Towne Center Cir |Sanford |N/A
Florida |CVS Health COVID-19 Testing Site |2811 Clark Road |Sarasota |N/A
Florida |CVS Health COVID-19 Testing Site |3709 North Tamiami Trail |Sarasota |N/A
Florida |CVS Health COVID-19 Testing Site |4301 Bee Ridge Road |Sarasota |N/A
Florida |Twin Lakes Park |6700 Clark Road |Sarasota |N/A
Florida |CVS Health COVID-19 Testing Site |2728 US 27 South |Sebring |N/A
Florida |CVS Health COVID-19 Testing Site |10200 Seminole Boulevard |Seminole |N/A
Florida |CVS Health COVID-19 Testing Site |15843 East Highway 40 |Silver Springs |N/A
Florida |CVS Health COVID-19 Testing Site |57 Tuscan Way |St. Augustine |N/A
Florida |CVS Health COVID-19 Testing Site |175 SR 312 |St. Augustine |N/A
Florida |CVS Health COVID-19 Testing Site |2703 North Ponce de Leon Boulevard |St. Augustine |N/A
Florida |Community Health Centers of Pinellas |1344 22nd Street South |St. Petersburg |727-824-8181
Florida |BayCare Health System |900 Carillon Parkway |St. Petersburg |N/A
Florida |CVS Health COVID-19 Testing Site |8001 9th Street North |St. Petersburg |N/A
Florida |CVS Health COVID-19 Testing Site |209 South Temple Avenue |Starke |N/A
Florida |CVS Health COVID-19 Testing Site |2284 S.E. Federal Highway |Stuart |N/A
Florida |Langley Health Services |1425 South US 301 |Sumterville |1-888-298-5510; (352) 793-5900
Florida |Walmart |3306 N University Dr |Sunrise |N/A
Florida |CVS Health COVID-19 Testing Site |1300 Apalachee Parkway |Tallahassee |N/A
Florida |CVS Health COVID-19 Testing Site |1708 North Monroe Street |Tallahassee |N/A
Florida |CVS Health COVID-19 Testing Site |5466 Thomasville Road North |Tallahassee |N/A
Florida |Northwood Centre parking lot |1940 N Monroe St |Tallahassee |N/A
Florida |CareSpot |10251 W. Commercial Blvd. |Tamarac |954-800-4451
Florida |CVS Health COVID-19 Testing Site |3915 West Commercial Boulevard |Tamarac |N/A
Florida |Lee Davis Community Resource Center |3402 N 22nd St |Tampa |813-272-5900
Florida |CVS Health COVID-19 Testing Site |7351 West Hillsborough Avenue |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |8809 New Tampa Boulevard |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |11212 Dale Mabry Highway |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |625 West Martin Luther King Jr Boulevard |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |2911 East Fowler Avenue |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |4120 #2 Henderson Boulevard |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |4401 West Gandy Boulevard |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |5357 Ehrlich Road |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |611 South Howard Avenue |Tampa |N/A
Florida |Walgreens |3917 N Nebraska Ave |Tampa |N/A
Florida |CVS Health COVID-19 Testing Site |1000 East Tarpon Ave |Tarpon Springs |N/A
Florida |Premiere Medical Associates |1580 Santa Barbara Blvd |The Villages |352-259-2159
Florida |CVS Health COVID-19 Testing Site |5208 East CR 466 |The Villages |N/A
Florida |The Villages Polo Club |703 N Buena Vista Blvd |The Villages |N/A
Florida |Titusville Clinic |611 N. Singleton Ave |Titusville |321-454-7141
Florida |CVS Health COVID-19 Testing Site |5 Garden Street |Titusville |N/A
Florida |CVS Health COVID-19 Testing Site |1010 Bloomingdale Avenue |Valrico |N/A
Florida |CVS Health COVID-19 Testing Site |215 Jacaranda Boulevard |Venice |N/A
Florida |CVS Health COVID-19 Testing Site |4090 South Tamiami Trail |Venice |N/A
Florida |Cleveland Clinic (Indian River Hospital Employee Parking Lot) |1000 36th Street |Vero Beach |772-226-4846
Florida |CVS Health COVID-19 Testing Site |1706 U.S. Highway 1 |Vero Beach |N/A
Florida |Viera Clinic |2555 Judge Fran Jamieson Way |Viera |321-454-7141
Florida |CVS Health COVID-19 Testing Site |301 South 6th Avenue |Wauchula |N/A
Florida |CVS Health COVID-19 Testing Site |9204 Cortez Boulevard |Weeki Wachee |N/A
Florida |CareSpot |"129 S. State Rd. 7, Suite 401" |Wellington/Royal Palm Beach |561-220-1857
Florida |Ballpark of the Palm Beaches |5444 Haverhill Road |West Palm Beach |561-642-1000
Florida |"FoundCare, Inc" |2330 South Congress Avenue |West Palm Beach |561.967.0365.
Florida |MD Now Urgent Care |2606 S Dixie Hwy. |West Palm Beach |954-737-4351
Florida |CVS Health COVID-19 Testing Site |6800 South Dixie Highway |West Palm Beach |N/A
Florida |CVS Health COVID-19 Testing Site |245 South Military Trail |West Palm Beach |N/A
Florida |Krupa Center |3250 Meridian Pkwy |Weston |954-659-5951
Florida |CVS Health COVID-19 Testing Site |435 East Noble Avenue |Williston |N/A
Florida |West Orange Park |150 Windermere Road |Winter Garden |407-723-5004
Florida |CVS Health COVID-19 Testing Site |970 Cypress Gardens Boulevard SE |Winter Haven |N/A
Florida |CVS Health COVID-19 Testing Site |7009 Cypress Gardens Boulevard |Winter Haven |N/A
Florida |CareNow Urgent Care |7460 University Blvd |Winter Park |(407) 410-8945
Florida |CVS Health COVID-19 Testing Site |2527 Aloma Avenue |Winter Park |N/A
Florida |CVS Health COVID-19 Testing Site |1510 Semoran Boulevard |Winter Park |N/A
Florida |CVS Health COVID-19 Testing Site |839 North Orlando Avenue |Winter Park |N/A
Florida |CareSpot |5355 Red Bug Lake Road |Winter Springs |321-338-1320
Florida |CVS Health COVID-19 Testing Site |5650 Red Bug Lake Road |Winter Springs |N/A
District of Columbia |FEMS Engine 10 |"1342 Florida Avenue, NE" |Washington |N/A
Florida |CVS Health COVID-19 Testing Site |36440 State Road 54 |Zephyhills West |N/A
Florida |Broward Health |Call for details | |954-320-5730
Georgia |Decatur Armory |3736 Durham Park Road |Acworth |706-721-1852
Georgia |Peachtree Immediate Care |3540 North Cobb Pkwy NW |Acworth |770-974-3911
Georgia |CVS Health COVID-19 Testing Site |4595 Highway 92 |Acworth |N/A
Georgia |CVS Health COVID-19 Testing Site |609 North Westover Boulevard |Albany |N/A
Georgia |National Guard |Albany Civic Center |Albany |N/A
Georgia |Peachtree Immediate Care |10905 Haynes Bridge Rd |Alpharetta |770-343-9898
Georgia |North Atlanta Primary Care |"3400-C Old Milton Parkway, Suite 270" |Alpharetta |770-442-1911
Georgia |Life Hope |4350 N Point Pkwy |Alpharetta |877-262-1003
Georgia |CVS Health COVID-19 Testing Site |9920 Jones Bridge Road |Alpharetta |N/A
Georgia |CVS Health COVID-19 Testing Site |10710 State Bridge Rd |Alpharetta |N/A
Georgia |Peachtree Immediate Care |1480 Baxter Street |Athens |706-543-0228
Georgia |CVS Health COVID-19 Testing Site |395 North Avenue |Athens |N/A
Georgia |CVS Health COVID-19 Testing Site |3595 Atlanta Highway |Athens |N/A
Georgia |CVS Health COVID-19 Testing Site |795 Oglethorpe Avenue |Athens |N/A
Georgia |Emory Healthcare |6 Executive Park Drive NE |Atlanta |404-712-6843
Georgia |Urgent Care 24/7 Centennial Park |"285 Centennial Olympic Park Drive NW, CU-2A" |Atlanta |404-721-0444
Georgia |Highland Urgent Care |920 Ponce de Leon Ave NE |Atlanta |404-815-1957
Georgia |Georgia State University Stadium |33 Gilmer Street SE |Atlanta |706-721-1852
Georgia |Greenbriar Mall |2841 Greenbriar Parkway SW |Atlanta |706-721-1852
Georgia |CVS Health COVID-19 Testing Site |2429 Martin Luther King Jr. Drive |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |2555 Bolton Road |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |3815 Clairmont Road |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |680 Ponce de Leon Avenue NE |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |895 Ralph David Abernathy Boulevard |Atlanta |N/A
Georgia |AllCare |3867 Roswell Rd NE |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |1455 Moreland Avenue |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |1610 Mount Vernon Road Suite 100 |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |"2237 Cascade Road, SW" |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |"2350 Cheshire Bridge Road, NE" |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |3221 Peachtree Road NE |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |3435 Ashford Dunwoody Road NE |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site |439 North Highland Avenue |Atlanta |N/A
Georgia |CVS Health COVID-19 Testing Site – Georgia Tech |"North Ave NW, North Campus Parking Deck" |Atlanta |N/A
Georgia |McGhee Tennis Center |820 Beecher Court SW |Atlanta |N/A
Georgia |North Atlanta Primary Care |1110 West Peachtree Street NW |Atlanta/Midtown |770-442-1911
Georgia |North Atlanta Primary Care |1150 Hammond Drive |Atlanta/Sandy Springs |770-442-1911
Georgia |North Atlanta Primary Care |3200 Downwood Circle |Atlanta/West Paces |770-442-1911
Georgia |CVS Health COVID-19 Testing Site |1685 Atlanta Highway NW |Auburn |N/A
Georgia |MedNow Urgent Care |2604 Peach Orchard Road |Augusta |706-798-4673
Georgia |MedNow Urgent Care |2851 Washington Road |Augusta |706-922-6578
Georgia |MedNow Urgent Care |2030 Walton Way |Augusta |706-955-7527
Georgia |CVS Health COVID-19 Testing Site |1520 Walton Way |Augusta |N/A
Georgia |CVS Health COVID-19 Testing Site |2559 Windsor Spring Road |Augusta |N/A
Georgia |CVS Health COVID-19 Testing Site |2703 Washington Road |Augusta |N/A
Georgia |CVS Health COVID-19 Testing Site |3231 Wrightsboro Road |Augusta |N/A
Georgia |Peachtree Immediate Care |1850 East West Connector |Austell |770-988-5824
Georgia |CVS Health COVID-19 Testing Site |800 East West Connector SW |Austell |N/A
Georgia |CVS Health COVID-19 Testing Site |817 East Shotwell Street |Bainbridge |N/A
Georgia |CVS Health COVID-19 Testing Site |19 East Parker Street |Baxley |N/A
Georgia |Braselton Urgent Care |"2620 Old Winder Highway, Ste 300" |Braselton |678-821-2401
